Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
pima-withheaders,1,2,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,59.0,18.0,0.0,76.62337662337663,23.376623376623378,0.0,0.459016393442623,0.23376623376623376,0.48349377841522817,51.38196647032165,101.32409772309076,71.96830017538234,19332.0,-19260.031699824616,0.9346532490309395,251.06493506493507,-250.1302818159041,33.491928147982186,0.43496010581795047,46.53705599043524,0.5555555555555556,15.0,0.12,6.0,0.88,44.0,0.4444444444444444,12.0,0.7142857142857143,0.5555555555555556,0.6250000000000001,0.4666666666666667,0.7177777777777777,0.5526695526695526,0.7662337662337663,0.3306782106782106,0.6693217893217893,0.23376623376623376,0.7606679035250463,0.7662337662337663,0.7582394021073267,0.4666666666666666,0.7177777777777776,0.6933715635014336,0.7275943396226415,0.7662337662337663,0.0,0.0,6.680000000000001E-4,2.6E-5,0.668,0.026,1450.0,71476.0,9462.0,76.62337662337663,50.0,?
pima-withheaders,1,3,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,56.0,21.0,0.0,72.72727272727273,27.272727272727273,0.0,0.3744680851063831,0.2727272727272727,0.5222329678670935,59.94562754870859,109.44253397391492,71.96830017538234,22554.0,-22482.031699824616,0.9346532490309395,292.90909090909093,-291.97443766005995,27.07919947674885,0.3516779152824526,37.626565322174486,0.5185185185185185,14.0,0.16,8.0,0.84,42.0,0.48148148148148145,13.0,0.6363636363636364,0.5185185185185185,0.5714285714285714,0.378691704962503,0.6792592592592592,0.4987974987974988,0.7272727272727273,0.3687542087542087,0.6312457912457912,0.2727272727272727,0.71900826446281,0.7272727272727273,0.7198515769944341,0.378691704962503,0.6792592592592593,0.6588969472086356,0.6857142857142857,0.7272727272727273,0.001,0.0,6.51E-4,2.1000000000000002E-5,0.651,0.021,1426.0,71476.0,9462.0,72.72727272727273,50.0,?
pima-withheaders,1,4,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,54.0,23.0,0.0,70.12987012987013,29.87012987012987,0.0,0.36041892379920554,0.2987012987012987,0.5465357250000211,65.6547349342999,114.53557766673887,71.96830017538234,24702.0,-24630.031699824616,0.9346532490309395,320.8051948051948,-319.87054155616386,22.804047029259962,0.29615645492545406,31.686238210000646,0.6296296296296297,17.0,0.26,13.0,0.74,37.0,0.37037037037037035,10.0,0.5666666666666667,0.6296296296296297,0.5964912280701755,0.36167967605963075,0.6848148148148148,0.48666025332692,0.7012987012987013,0.33166907166907167,0.6683309283309283,0.2987012987012987,0.7098922354241503,0.7012987012987013,0.7045401695428826,0.3616796760596308,0.6848148148148149,0.6585590241019917,0.6796889130041599,0.7012987012987013,0.001,0.0,6.66E-4,2.1000000000000002E-5,0.666,0.021,1402.0,71476.0,9462.0,70.12987012987013,50.0,?
pima-withheaders,1,5,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,60.0,17.0,0.0,77.92207792207792,22.07792207792208,0.0,0.5110197982816587,0.22077922077922077,0.4698714938993648,48.52741277752601,98.46932326865775,71.96830017538234,18258.0,-18186.031699824616,0.9346532490309395,237.11688311688312,-236.18222986785216,35.62950437172666,0.46272083599645014,49.50721954652221,0.6666666666666666,18.0,0.16,8.0,0.84,42.0,0.3333333333333333,9.0,0.6923076923076923,0.6666666666666666,0.6792452830188679,0.5112313234371975,0.7533333333333333,0.5784215784215784,0.7792207792207793,0.27255411255411255,0.7274458874458873,0.22077922077922077,0.7775166010460127,0.7792207792207793,0.7782309228227403,0.5112313234371975,0.7533333333333333,0.7194860143676033,0.7554642256678497,0.7792207792207793,0.001,0.0,6.490000000000001E-4,1.9E-5,0.649,0.019,1450.0,71476.0,9462.0,77.92207792207792,50.0,?
pima-withheaders,1,6,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,53.0,24.0,0.0,68.83116883116882,31.16883116883117,0.0,0.25182186234817816,0.3116883116883117,0.5582905262390825,68.50928862709554,116.9989901916448,71.96830017538234,25776.0,-25704.031699824616,0.9346532490309395,334.75324675324674,-333.8185935042158,20.666470805515512,0.2683957247469547,28.716074653913722,0.37037037037037035,10.0,0.14,7.0,0.86,43.0,0.6296296296296297,17.0,0.5882352941176471,0.37037037037037035,0.45454545454545453,0.26502901281281355,0.6151851851851852,0.43864414452649747,0.6883116883116883,0.4579413179413179,0.542058682058682,0.3116883116883117,0.6716322892793481,0.6883116883116883,0.6670602125147579,0.26502901281281355,0.6151851851851852,0.6130586118745018,0.6181818181818182,0.6883116883116883,0.001,0.0,6.6E-4,2.1000000000000002E-5,0.66,0.021,1402.0,71476.0,9462.0,68.83116883116882,50.0,?
pima-withheaders,1,7,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,52.0,25.0,0.0,67.53246753246754,32.467532467532465,0.0,0.21332243563547207,0.3246753246753247,0.5698028822981898,71.36384231989118,119.41159432934317,71.96830017538234,26850.0,-26778.031699824616,0.9346532490309395,348.7012987012987,-347.76664545226777,18.52889458177106,0.2406349945684553,25.745911097826788,0.3333333333333333,9.0,0.14,7.0,0.86,43.0,0.6666666666666666,18.0,0.5625,0.3333333333333333,0.4186046511627907,0.22737814246785276,0.5966666666666667,0.4212662337662338,0.6753246753246753,0.48199134199134197,0.5180086580086579,0.3246753246753247,0.6549792420694059,0.6753246753246753,0.6498839522095337,0.22737814246785276,0.5966666666666667,0.6004041333373886,0.5966897129687827,0.6753246753246753,0.0,0.0,6.590000000000001E-4,2.1000000000000002E-5,0.659,0.021,1402.0,71476.0,9462.0,67.53246753246754,50.0,?
pima-withheaders,1,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,48.0,29.0,0.0,62.33766233766234,37.66233766233766,0.0,0.10429201764941826,0.37662337662337664,0.6136964857512031,82.78205709107378,128.6102230692402,71.96830017538234,31146.0,-31074.031699824616,0.9346532490309395,404.4935064935065,-403.55885324447553,9.97858968679326,0.12959207385445792,13.865256873479083,0.2962962962962963,8.0,0.2,10.0,0.8,40.0,0.7037037037037037,19.0,0.4444444444444444,0.2962962962962963,0.3555555555555555,0.10857109293374195,0.5481481481481482,0.37844048955160065,0.6233766233766234,0.527080327080327,0.47291967291967296,0.37662337662337664,0.5960818842174773,0.6233766233766234,0.60126295722626,0.10857109293374197,0.5481481481481482,0.5692213477817705,0.544750254841998,0.6233766233766234,0.0,0.0,7.22E-4,2.9E-5,0.722,0.029,1378.0,71476.0,9462.0,62.33766233766234,50.0,?
pima-withheaders,1,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,692.0,76.0,51.0,25.0,0.0,67.10526315789474,32.89473684210526,0.0,0.1695804195804195,0.32894736842105265,0.5735393346764044,72.66711341933315,120.87675290547935,70.45387453942844,26850.0,-26779.546125460573,0.9270246649924795,353.2894736842105,-352.36244901921805,17.059185082044486,0.2244629616058485,24.213267465506913,0.2692307692307692,7.0,0.12,6.0,0.88,44.0,0.7307692307692307,19.0,0.5384615384615384,0.2692307692307692,0.3589743589743589,0.18801309683023099,0.5746153846153846,0.3949704142011835,0.6710526315789473,0.5218218623481781,0.4781781376518219,0.32894736842105265,0.6436925647451963,0.6710526315789473,0.6351498214562955,0.18801309683023099,0.5746153846153847,0.5914047094795019,0.5688677104606308,0.6710526315789473,0.0,0.0,6.69E-4,2.0E-5,0.669,0.02,1378.0,71577.0,9361.0,67.10526315789474,50.0,?
pima-withheaders,1,10,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,692.0,76.0,56.0,20.0,0.0,73.6842105263158,26.31578947368421,0.0,0.36877076411960125,0.2631578947368421,0.512989176042577,58.1336907354665,108.1154545584388,70.45387453942844,21480.0,-21409.546125460573,0.9270246649924795,282.63157894736844,-281.70455428237597,27.73812297352129,0.3649753022831749,39.37061397240555,0.46153846153846156,12.0,0.12,6.0,0.88,44.0,0.5384615384615384,14.0,0.6666666666666666,0.46153846153846156,0.5454545454545455,0.3811193899422075,0.6707692307692308,0.4919028340080972,0.7368421052631579,0.3953036437246964,0.6046963562753036,0.2631578947368421,0.7271627344222624,0.7368421052631579,0.7226652489810385,0.38111938994220756,0.6707692307692309,0.6594230585538255,0.6801346801346801,0.7368421052631579,0.0,0.0,6.61E-4,2.0E-5,0.661,0.02,1378.0,71577.0,9361.0,73.6842105263158,50.0,?
pima-withheaders,2,1,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,55.0,22.0,0.0,71.42857142857143,28.571428571428573,0.0,0.3504601226993866,0.2857142857142857,0.5345224838248488,62.80018124150442,112.01800478959863,71.96830017538248,23628.0,-23556.031699824616,0.9346532490309413,306.85714285714283,-305.9224896081119,24.941623253004394,0.3239171851039532,34.65640176608748,0.5185185185185185,14.0,0.18,9.0,0.82,41.0,0.48148148148148145,13.0,0.6086956521739131,0.5185185185185185,0.5599999999999999,0.3529299526817895,0.6692592592592592,0.4844511366250497,0.7142857142857143,0.37576719576719575,0.6242328042328043,0.2857142857142857,0.7064642282033586,0.7142857142857143,0.7083516483516483,0.3529299526817895,0.6692592592592592,0.6500515086059976,0.6742307692307692,0.7142857142857143,0.001,0.0,6.69E-4,2.2E-5,0.669,0.022,1402.0,71476.0,9462.0,71.42857142857143,50.0,?
pima-withheaders,2,2,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,50.0,27.0,0.0,64.93506493506493,35.064935064935064,0.0,0.1660649819494584,0.35064935064935066,0.592156525463792,77.0729497054827,124.09616903473557,71.96830017538248,28998.0,-28926.031699824616,0.9346532490309413,376.5974025974026,-375.6627493483716,14.253742134282149,0.1851135342114565,19.805583985652888,0.3333333333333333,9.0,0.18,9.0,0.82,41.0,0.6666666666666666,18.0,0.5,0.3333333333333333,0.4,0.17287858644065066,0.5766666666666667,0.4004329004329005,0.6493506493506493,0.49601731601731597,0.5039826839826839,0.35064935064935066,0.62656834690733,0.6493506493506493,0.628762063624449,0.17287858644065066,0.5766666666666667,0.5863294750593893,0.5761467889908257,0.6493506493506493,0.001,0.0,6.95E-4,2.8E-5,0.695,0.028,1378.0,71476.0,9462.0,64.93506493506493,50.0,?
pima-withheaders,2,3,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,58.0,19.0,0.0,75.32467532467533,24.675324675324674,0.0,0.4021250510829588,0.24675324675324675,0.496742636335202,54.236520163117454,104.10061447373626,71.96830017538248,20406.0,-20334.031699824616,0.9346532490309413,265.012987012987,-264.07833376395604,31.354351924237744,0.4071993756394512,43.56689243434824,0.4444444444444444,12.0,0.08,4.0,0.92,46.0,0.5555555555555556,15.0,0.75,0.4444444444444444,0.5581395348837209,0.4286208662612397,0.6822222222222222,0.5281385281385281,0.7532467532467533,0.3888023088023088,0.6111976911976912,0.24675324675324675,0.7526612731530764,0.7532467532467533,0.7339118036792455,0.4286208662612397,0.6822222222222221,0.6694242525624259,0.6934841818562749,0.7532467532467533,0.001,0.0,6.680000000000001E-4,2.8E-5,0.668,0.028,1378.0,71476.0,9462.0,75.32467532467533,50.0,?
pima-withheaders,2,4,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,55.0,22.0,0.0,71.42857142857143,28.571428571428573,0.0,0.33879781420765026,0.2857142857142857,0.5345224838248488,62.80018124150442,112.01800478959863,71.96830017538248,23628.0,-23556.031699824616,0.9346532490309413,306.85714285714283,-305.9224896081119,24.941623253004394,0.3239171851039532,34.65640176608748,0.48148148148148145,13.0,0.16,8.0,0.84,42.0,0.5185185185185185,14.0,0.6190476190476191,0.48148148148148145,0.5416666666666666,0.34444444444444444,0.6607407407407407,0.4798781465448132,0.7142857142857143,0.39280423280423277,0.6071957671957672,0.2857142857142857,0.7040816326530612,0.7142857142857143,0.7045148247978437,0.34444444444444444,0.6607407407407409,0.6448248720975994,0.667059748427673,0.7142857142857143,0.001,0.0,6.540000000000001E-4,2.1000000000000002E-5,0.654,0.021,1426.0,71476.0,9462.0,71.42857142857143,50.0,?
pima-withheaders,2,5,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,57.0,20.0,0.0,74.02597402597402,25.974025974025974,0.0,0.3879173290937998,0.2597402597402597,0.5096471914376255,57.0910738559131,106.80497688881586,71.96830017538248,21480.0,-21408.031699824616,0.9346532490309413,278.961038961039,-278.026385712008,29.216775700493294,0.37943864546095185,40.596728878261324,0.48148148148148145,13.0,0.12,6.0,0.88,44.0,0.5185185185185185,14.0,0.6842105263157895,0.48148148148148145,0.5652173913043478,0.4000940939272025,0.6807407407407408,0.5112528796739323,0.7402597402597403,0.3787782587782587,0.6212217412217412,0.2597402597402597,0.7325288141985057,0.7402597402597403,0.7272936403371186,0.4000940939272025,0.6807407407407406,0.663366779118541,0.6900161030595813,0.7402597402597403,0.0,0.0,7.059999999999999E-4,2.3E-5,0.706,0.023,1402.0,71476.0,9462.0,74.02597402597402,50.0,?
pima-withheaders,2,6,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,53.0,24.0,0.0,68.83116883116882,31.16883116883117,0.0,0.3155555555555556,0.3116883116883117,0.5582905262390825,68.50928862709573,116.99899019164476,71.96830017538248,25776.0,-25704.031699824616,0.9346532490309413,334.75324675324674,-333.8185935042158,20.66647080551549,0.26839572474695444,28.716074653913637,0.5555555555555556,15.0,0.24,12.0,0.76,38.0,0.4444444444444444,12.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.31555555555555553,0.6577777777777778,0.46448613115279785,0.6883116883116883,0.37275613275613273,0.6272438672438673,0.3116883116883117,0.6883116883116883,0.6883116883116883,0.6883116883116883,0.31555555555555553,0.6577777777777778,0.639134199134199,0.6577777777777778,0.6883116883116883,0.0,0.0,6.670000000000001E-4,2.3E-5,0.667,0.023,1402.0,71476.0,9462.0,68.83116883116882,50.0,?
pima-withheaders,2,7,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,53.0,24.0,0.0,68.83116883116882,31.16883116883117,0.0,0.3155555555555556,0.3116883116883117,0.5582905262390825,68.50928862709573,116.99899019164476,71.96830017538248,25776.0,-25704.031699824616,0.9346532490309413,334.75324675324674,-333.8185935042158,20.666470805515495,0.2683957247469545,28.716074653913648,0.5555555555555556,15.0,0.24,12.0,0.76,38.0,0.4444444444444444,12.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.31555555555555553,0.6577777777777778,0.46448613115279785,0.6883116883116883,0.37275613275613273,0.6272438672438673,0.3116883116883117,0.6883116883116883,0.6883116883116883,0.6883116883116883,0.31555555555555553,0.6577777777777778,0.639134199134199,0.6577777777777778,0.6883116883116883,0.0,0.0,6.630000000000001E-4,2.6E-5,0.663,0.026,1450.0,71476.0,9462.0,68.83116883116882,50.0,?
pima-withheaders,2,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,52.0,25.0,0.0,67.53246753246754,32.467532467532465,0.0,0.26833903458760927,0.3246753246753247,0.5698028822981898,71.36384231989138,119.41159432934315,71.96830017538248,26850.0,-26778.031699824616,0.9346532490309413,348.7012987012987,-347.76664545226777,18.52889458177104,0.24063499456845508,25.745911097826717,0.48148148148148145,13.0,0.22,11.0,0.78,39.0,0.5185185185185185,14.0,0.5416666666666666,0.48148148148148145,0.5098039215686274,0.2693793281882624,0.6307407407407407,0.4426206509539843,0.6753246753246753,0.41384319384319385,0.5861568061568062,0.3246753246753247,0.6677591276647881,0.6753246753246753,0.6705036824968293,0.2693793281882624,0.6307407407407407,0.6206717912488557,0.6335427374833429,0.6753246753246753,0.0,0.0,6.51E-4,2.1000000000000002E-5,0.651,0.021,1402.0,71476.0,9462.0,67.53246753246754,50.0,?
pima-withheaders,2,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,692.0,76.0,57.0,19.0,0.0,75.0,25.0,0.0,0.41774193548387095,0.25,0.5,55.22700619869338,105.37791010766419,70.45387453942848,20406.0,-20335.546125460573,0.92702466499248,268.5,-267.5729753350075,29.873910551816653,0.39307777041864017,42.40208327378525,0.5384615384615384,14.0,0.14,7.0,0.86,43.0,0.46153846153846156,12.0,0.6666666666666666,0.5384615384615384,0.5957446808510638,0.4227339147785078,0.6992307692307692,0.5168690958164642,0.75,0.3515384615384615,0.6484615384615384,0.25,0.7424242424242424,0.75,0.7426545086119554,0.4227339147785078,0.6992307692307692,0.6797637035171661,0.7073961499493414,0.75,0.001,0.0,6.580000000000001E-4,1.9E-5,0.658,0.019,1354.0,71577.0,9361.0,75.0,50.0,?
pima-withheaders,2,10,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,692.0,76.0,57.0,19.0,0.0,75.0,25.0,0.0,0.41774193548387095,0.25,0.5,55.22700619869338,105.37791010766419,70.45387453942848,20406.0,-20335.546125460573,0.92702466499248,268.5,-267.5729753350075,29.873910551816653,0.39307777041864017,42.40208327378525,0.5384615384615384,14.0,0.14,7.0,0.86,43.0,0.46153846153846156,12.0,0.6666666666666666,0.5384615384615384,0.5957446808510638,0.4227339147785078,0.6992307692307692,0.5168690958164642,0.75,0.3515384615384615,0.6484615384615384,0.25,0.7424242424242424,0.75,0.7426545086119554,0.4227339147785078,0.6992307692307692,0.6797637035171661,0.7073961499493414,0.75,0.001,0.0,6.57E-4,2.0E-5,0.657,0.02,1426.0,71577.0,9361.0,75.0,50.0,?
pima-withheaders,3,1,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,62.0,15.0,0.0,80.51948051948052,19.48051948051948,0.0,0.5758354755784062,0.19480519480519481,0.4413674147523748,42.818305391934835,92.49582323632441,71.96830017538248,16110.0,-16038.031699824618,0.9346532490309413,209.2207792207792,-208.28612597174828,39.90465681921566,0.5182422963534501,55.44754665869608,0.7407407407407407,20.0,0.16,8.0,0.84,42.0,0.25925925925925924,7.0,0.7142857142857143,0.7407407407407407,0.7272727272727273,0.5760658398584765,0.7903703703703704,0.62000962000962,0.8051948051948052,0.22445406445406443,0.7755459355459355,0.19480519480519481,0.8070500927643784,0.8051948051948052,0.8059818968909879,0.5760658398584765,0.7903703703703704,0.7524034407151291,0.7878787878787878,0.8051948051948052,0.001,0.0,6.65E-4,2.0E-5,0.665,0.02,1402.0,71476.0,9462.0,80.51948051948052,50.0,?
pima-withheaders,3,2,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,49.0,28.0,0.0,63.63636363636363,36.36363636363637,0.0,0.18764129615674444,0.36363636363636365,0.6030226891555273,79.92750339827836,126.37335290126906,71.96830017538248,30072.0,-30000.031699824616,0.9346532490309413,390.54545454545456,-389.6108012964236,12.116165910537678,0.15735280403295684,16.835420429565932,0.4444444444444444,12.0,0.26,13.0,0.74,37.0,0.5555555555555556,15.0,0.48,0.4444444444444444,0.4615384615384615,0.1879579876680029,0.5922222222222222,0.40813852813852813,0.6363636363636364,0.45191919191919194,0.5480808080808081,0.36363636363636365,0.6303496503496504,0.6363636363636364,0.6329356917592212,0.1879579876680029,0.5922222222222222,0.5946522308859972,0.5935143288084465,0.6363636363636364,0.001,0.0,6.590000000000001E-4,2.1000000000000002E-5,0.659,0.021,1402.0,71476.0,9462.0,63.63636363636363,50.0,?
pima-withheaders,3,3,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,53.0,24.0,0.0,68.83116883116882,31.16883116883117,0.0,0.2655007949125597,0.3116883116883117,0.5582905262390825,68.50928862709573,116.99899019164476,71.96830017538248,25776.0,-25704.031699824616,0.9346532490309413,334.75324675324674,-333.8185935042158,20.66647080551548,0.2683957247469543,28.71607465391362,0.4074074074074074,11.0,0.16,8.0,0.84,42.0,0.5925925925925926,16.0,0.5789473684210527,0.4074074074074074,0.47826086956521735,0.27383489215509355,0.6237037037037036,0.44365965418597,0.6883116883116883,0.44090428090428085,0.5590957190957191,0.3116883116883117,0.6732269545336695,0.6883116883116883,0.6727523684045422,0.27383489215509355,0.6237037037037036,0.6180182981983722,0.6280193236714975,0.6883116883116883,0.0,0.0,6.810000000000001E-4,2.2E-5,0.681,0.022,1402.0,71476.0,9462.0,68.83116883116882,50.0,?
pima-withheaders,3,4,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,49.0,28.0,0.0,63.63636363636363,36.36363636363637,0.0,0.17331288343558282,0.36363636363636365,0.6030226891555273,79.92750339827836,126.37335290126906,71.96830017538248,30072.0,-30000.031699824616,0.9346532490309413,390.54545454545456,-389.6108012964236,12.116165910537681,0.1573528040329569,16.83542042956594,0.4074074074074074,11.0,0.24,12.0,0.76,38.0,0.5925925925925926,16.0,0.4782608695652174,0.4074074074074074,0.44000000000000006,0.17453428732184775,0.5837037037037037,0.40263922872618524,0.6363636363636364,0.46895622895622885,0.531043771043771,0.36363636363636365,0.6246523203044941,0.6363636363636364,0.6288111888111889,0.17453428732184775,0.5837037037037037,0.589665035176046,0.5853846153846154,0.6363636363636364,0.0,0.0,6.53E-4,2.1000000000000002E-5,0.653,0.021,1402.0,71476.0,9462.0,63.63636363636363,50.0,?
pima-withheaders,3,5,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,61.0,16.0,0.0,79.22077922077922,20.77922077922078,0.0,0.5103338632750399,0.2077922077922078,0.4558423058385518,45.67285908473049,95.52927546347452,71.96830017538248,17184.0,-17112.031699824616,0.9346532490309413,223.16883116883116,-222.2341779198002,37.767080595471164,0.4904815661749502,52.4773831026091,0.5555555555555556,15.0,0.08,4.0,0.92,46.0,0.4444444444444444,12.0,0.7894736842105263,0.5555555555555556,0.6521739130434783,0.5263532956993116,0.7377777777777778,0.5944406470722261,0.7922077922077922,0.31665223665223663,0.6833477633477633,0.2077922077922078,0.7918306738633417,0.7922077922077922,0.7818349122696949,0.5263532956993116,0.7377777777777778,0.7159747881693813,0.7520128824476651,0.7922077922077922,0.001,0.0,6.61E-4,2.0E-5,0.661,0.02,1450.0,71476.0,9462.0,79.22077922077922,50.0,?
pima-withheaders,3,6,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,47.0,30.0,0.0,61.03896103896104,38.96103896103896,0.0,0.09836065573770482,0.38961038961038963,0.6241877839323593,85.63661078386967,130.80884768367446,71.96830017538248,32220.0,-32148.031699824616,0.9346532490309413,418.4415584415584,-417.5069051925275,7.8410134630487995,0.10183134367595843,10.89509331739212,0.3333333333333333,9.0,0.24,12.0,0.76,38.0,0.6666666666666666,18.0,0.42857142857142855,0.3333333333333333,0.375,0.1,0.5466666666666666,0.37662337662337664,0.6103896103896104,0.517056277056277,0.48294372294372295,0.38961038961038963,0.5909090909090909,0.6103896103896104,0.5970656701788778,0.1,0.5466666666666666,0.568139652555237,0.5459905660377359,0.6103896103896104,0.001,0.0,6.670000000000001E-4,2.1000000000000002E-5,0.667,0.021,1402.0,71476.0,9462.0,61.03896103896104,50.0,?
pima-withheaders,3,7,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,57.0,20.0,0.0,74.02597402597402,25.974025974025974,0.0,0.36468646864686466,0.2597402597402597,0.5096471914376255,57.0910738559131,106.80497688881586,71.96830017538248,21480.0,-21408.031699824616,0.9346532490309413,278.961038961039,-278.026385712008,29.21677570049329,0.3794386454609518,40.59672887826132,0.4074074074074074,11.0,0.08,4.0,0.92,46.0,0.5925925925925926,16.0,0.7333333333333333,0.4074074074074074,0.5238095238095238,0.39446993708322725,0.6637037037037037,0.5065576398909731,0.7402597402597403,0.4128523328523328,0.5871476671476672,0.2597402597402597,0.7389191453707582,0.7402597402597403,0.7170686456400742,0.39446993708322725,0.6637037037037036,0.6545907939288752,0.6726190476190477,0.7402597402597403,0.001,0.0,6.69E-4,2.5E-5,0.669,0.025,1402.0,71476.0,9462.0,74.02597402597402,50.0,?
pima-withheaders,3,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,54.0,23.0,0.0,70.12987012987013,29.87012987012987,0.0,0.302481291847184,0.2987012987012987,0.5465357250000211,65.65473493430008,114.53557766673885,71.96830017538248,24702.0,-24630.031699824616,0.9346532490309413,320.8051948051948,-319.87054155616386,22.80404702925994,0.2961564549254538,31.68623821000056,0.4444444444444444,12.0,0.16,8.0,0.84,42.0,0.5555555555555556,15.0,0.6,0.4444444444444444,0.5106382978723405,0.30953653338027165,0.6422222222222222,0.4614718614718615,0.7012987012987013,0.41685425685425687,0.5831457431457431,0.2987012987012987,0.6888585099111415,0.7012987012987013,0.688825590794173,0.30953653338027165,0.6422222222222224,0.631193686696079,0.6478425134221515,0.7012987012987013,0.001,0.0,8.75E-4,4.1E-5,0.875,0.041,1354.0,71476.0,9462.0,70.12987012987013,50.0,?
pima-withheaders,3,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,692.0,76.0,55.0,21.0,0.0,72.36842105263158,27.63157894736842,0.0,0.33053691275167785,0.27631578947368424,0.5256574830378469,61.04037527224006,110.78537398996649,70.45387453942848,22554.0,-22483.546125460573,0.92702466499248,296.7631578947368,-295.83613322974435,25.602335395225932,0.33687283414770963,36.3391446710258,0.4230769230769231,11.0,0.12,6.0,0.88,44.0,0.5769230769230769,15.0,0.6470588235294118,0.4230769230769231,0.5116279069767442,0.3450436816774235,0.6515384615384615,0.47112407716122884,0.7236842105263158,0.4206072874493927,0.5793927125506073,0.27631578947368424,0.7119955921708558,0.7236842105263158,0.7061749744534154,0.34504368167742355,0.6515384615384615,0.6448704440694538,0.6594836782590143,0.7236842105263158,0.001,0.0,6.630000000000001E-4,2.0E-5,0.663,0.02,1450.0,71577.0,9361.0,72.36842105263158,50.0,?
